Marital_status,Application_mode,Application_order,Course,Daytime/evening_attendance,Previous_qualification,Previous_qualification_(grade),Nationality,Mother's_qualification,Father's_qualification,Mother's_occupation,Father's_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_(credited),Curricular_units_1st_sem_(enrolled),Curricular_units_1st_sem_(evaluations),Curricular_units_1st_sem_(approved),Curricular_units_1st_sem_(grade),Curricular_units_1st_sem_(without_evaluations),Curricular_units_2nd_sem_(credited),Curricular_units_2nd_sem_(enrolled),Curricular_units_2nd_sem_(evaluations),Curricular_units_2nd_sem_(approved),Curricular_units_2nd_sem_(grade),Curricular_units_2nd_sem_(without_evaluations),Unemployment_rate,Inflation_rate,GDP,Age_enrollment_EW,Age_enrollment_EF,Target
0,2,1,5,1,0,122.0,0,6,5,7,7,116.1,1,0,0,1,0,1,19,0,0,0,4,4,11.2,0,0,0,0,1,18,0,12.4,0.5,1.79,0,1,1
0,2,0,2,1,0,142.0,0,2,5,5,5,130.8,1,0,0,1,0,0,18,0,0,0,5,2,13.66666667,1,0,0,0,3,81,0,12.7,3.7,-1.7,0,0,1
0,2,5,8,1,0,139.0,0,8,7,8,6,133.5,1,0,0,1,0,1,18,0,0,3,4,6,15.22857143,0,0,3,3,5,571,0,12.7,3.7,-1.7,0,0,1
0,2,2,10,1,0,122.0,0,0,8,3,3,114.3,1,0,0,1,0,0,18,0,0,1,4,5,13.875,0,0,1,2,4,358,0,11.1,0.6,2.02,0,0,1
0,0,1,8,1,0,135.0,0,6,5,8,10,122.9,1,0,0,1,0,0,18,0,0,2,6,6,13.128,0,0,3,8,4,268,0,15.5,2.8,-4.06,0,0,1
0,2,0,8,1,0,128.0,0,6,0,4,3,117.2,1,0,0,1,0,0,20,0,0,2,5,5,11.605,0,0,3,5,5,131,0,16.2,0.3,-0.92,0,1,1
0,2,0,5,1,0,139.0,0,0,8,4,5,152.0,0,0,0,1,0,1,18,0,0,0,1,4,14.6,0,0,0,3,3,81,0,12.7,3.7,-1.7,0,0,1
0,2,0,7,1,0,116.0,0,6,5,8,8,119.9,1,0,0,1,0,0,20,0,0,1,2,5,12.33333333,0,0,1,1,4,121,0,12.4,0.5,1.79,0,1,1
0,2,2,11,1,0,132.0,0,0,0,4,9,124.3,1,0,1,1,0,1,19,0,0,1,2,5,11.83333333,0,0,1,2,4,113,0,15.5,2.8,-4.06,0,1,1
0,0,1,8,1,0,126.0,0,0,8,4,7,124.3,1,0,0,1,0,1,20,0,0,3,4,7,12.98125,0,0,3,3,6,226,0,9.4,-0.8,-3.12,0,1,1
0,2,0,1,1,0,116.0,0,9,8,8,9,123.7,0,0,0,1,0,0,20,0,0,1,2,5,14.5,0,0,1,2,4,329,0,11.1,0.6,2.02,0,1,1
0,0,4,7,1,0,131.0,0,6,7,8,9,123.7,0,0,0,1,0,1,19,0,0,1,4,4,11.66666667,0,0,1,2,3,103,0,8.9,1.4,3.51,0,1,1
0,2,1,8,1,0,135.0,0,6,5,8,4,129.8,1,0,0,1,0,0,18,0,0,2,4,6,13.175,0,0,3,3,6,536,0,13.9,-0.3,0.79,0,0,1
0,0,3,8,1,0,136.0,0,0,0,8,9,123.8,1,0,0,1,0,1,19,0,0,3,4,6,13.31428571,0,0,3,3,5,294,0,12.7,3.7,-1.7,0,1,1
0,0,1,5,1,0,132.0,0,0,5,4,3,126.4,1,0,0,1,0,1,18,0,0,0,9,2,10.6,0,0,0,7,1,7,0,13.9,-0.3,0.79,0,0,1
0,0,0,12,1,0,120.0,0,6,7,5,7,115.1,0,0,0,1,0,1,18,0,0,1,7,3,12.0,0,0,1,3,2,12,0,15.5,2.8,-4.06,0,0,2
0,2,0,2,1,0,129.0,0,0,7,8,9,118.2,1,0,0,1,0,1,18,0,0,0,3,3,13.25,0,0,0,3,3,587,0,10.8,1.4,1.74,0,0,1
0,0,2,1,1,0,125.0,0,0,8,8,7,118.0,0,0,0,1,0,1,18,0,0,1,2,5,14.33333333,0,0,1,2,4,412,0,11.1,0.6,2.02,0,0,2
0,0,0,12,1,0,124.0,0,2,0,2,5,121.6,0,0,0,1,0,0,18,0,0,1,5,4,12.33333333,0,0,1,5,3,9,0,15.5,2.8,-4.06,0,0,2
0,2,3,1,1,0,126.0,0,0,5,4,5,120.4,1,0,0,1,0,0,18,0,0,1,4,4,11.8,0,0,1,2,3,5,1,16.2,0.3,-0.92,0,0,1
0,3,5,8,1,0,124.0,0,8,7,8,7,117.8,0,0,0,1,0,1,20,0,0,3,4,6,12.79142857,1,0,3,3,5,190,1,10.8,1.4,1.74,0,1,1
0,0,5,8,1,0,133.0,0,9,8,8,9,128.8,1,0,0,1,0,1,18,0,0,2,7,5,11.99444444,0,0,3,6,5,136,0,15.5,2.8,-4.06,0,0,1
0,0,4,7,1,0,126.0,0,6,5,4,7,116.6,1,0,0,1,0,0,19,0,0,1,5,4,11.6,0,0,1,7,3,103,0,13.9,-0.3,0.79,0,1,1
0,0,5,8,1,0,141.0,0,1,0,4,4,136.3,1,0,0,1,0,0,19,0,0,3,4,6,14.1,0,0,3,3,5,428,0,10.8,1.4,1.74,0,1,1
0,0,0,8,1,0,133.0,0,0,5,8,6,121.5,1,0,0,1,0,1,20,0,0,2,4,5,12.39666667,0,0,3,4,5,221,0,11.1,0.6,2.02,0,1,1
0,0,0,8,1,0,143.0,0,9,8,5,5,133.9,0,0,0,1,0,0,18,0,0,2,3,6,15.01428571,0,0,3,3,6,612,0,12.4,0.5,1.79,0,0,1
0,2,1,8,1,0,134.0,0,6,7,4,7,133.5,1,0,0,1,0,0,19,0,0,2,4,6,14.05,0,0,3,3,6,560,0,13.9,-0.3,0.79,0,1,1
0,2,2,8,1,0,138.0,0,2,2,4,5,130.0,1,0,0,1,0,0,18,0,0,2,4,6,14.85,0,0,3,3,6,570,0,13.9,-0.3,0.79,0,0,0
0,0,1,8,1,0,142.0,0,8,7,8,7,132.7,1,0,0,1,0,1,19,0,0,2,4,6,14.7875,0,0,3,3,6,604,0,13.9,-0.3,0.79,0,1,1
0,0,0,8,1,0,118.0,0,6,5,5,7,117.8,0,0,0,1,0,1,19,0,0,2,3,6,13.7,0,0,3,4,5,513,0,12.4,0.5,1.79,0,1,1
0,0,1,8,1,0,131.0,0,0,7,4,4,126.1,1,0,0,1,0,1,19,0,0,2,3,6,12.49571429,0,0,3,4,5,110,0,11.1,0.6,2.02,0,1,0
0,0,0,8,1,0,130.0,0,0,8,1,7,120.0,0,0,0,1,0,0,19,0,0,2,3,5,14.56666667,0,0,2,2,4,499,0,7.6,2.6,0.32,0,1,1
0,0,0,8,1,0,130.0,0,6,5,4,10,116.8,0,0,0,1,0,0,20,0,0,3,4,6,12.68571429,0,0,3,3,5,176,0,12.7,3.7,-1.7,0,1,1
0,0,0,8,1,0,149.0,0,6,0,4,4,134.8,0,0,0,1,0,0,18,0,0,3,4,7,14.445,0,0,3,3,6,480,0,9.4,-0.8,-3.12,0,0,1
0,0,0,12,1,0,163.0,0,6,0,5,10,146.6,1,0,1,1,0,0,18,0,0,1,5,4,13.6,0,0,1,5,2,60,0,9.4,-0.8,-3.12,0,0,2
0,0,5,8,1,0,145.0,0,9,7,5,6,127.5,1,0,0,1,0,1,19,0,0,2,3,5,13.41666667,0,0,2,2,4,316,0,7.6,2.6,0.32,0,1,1
0,0,0,5,1,0,130.0,0,8,8,3,3,123.0,0,0,0,1,0,0,18,0,0,0,4,4,12.33333333,2,0,0,2,3,32,0,15.5,2.8,-4.06,0,0,1
0,6,0,8,1,0,128.0,0,0,5,8,8,100.0,1,0,0,1,0,0,20,0,0,2,4,6,13.1,0,0,3,3,6,530,0,13.9,-0.3,0.79,0,1,1
0,0,1,10,1,0,111.0,0,6,5,8,9,114.2,1,0,0,1,0,0,18,0,0,1,5,3,13.2,0,0,1,5,3,191,0,12.4,0.5,1.79,0,0,1
0,0,0,8,1,0,140.0,0,0,0,4,4,123.5,1,0,0,1,0,1,19,0,0,3,4,7,14.75,0,0,3,3,6,522,0,9.4,-0.8,-3.12,0,1,1
0,0,0,12,1,0,145.0,0,9,7,5,5,142.2,0,0,0,1,0,0,19,0,0,1,5,3,12.5,0,0,1,4,3,147,0,9.4,-0.8,-3.12,0,1,2
0,0,0,6,1,0,132.0,0,8,7,8,5,135.9,0,0,0,1,0,0,18,0,0,1,7,4,12.4,0,0,1,2,4,227,0,9.4,-0.8,-3.12,0,0,1
0,0,1,11,1,0,116.0,0,6,5,4,7,110.1,1,0,0,1,0,0,18,0,0,1,2,5,13.33333333,0,0,1,1,4,81,0,11.1,0.6,2.02,0,0,1
0,0,1,8,1,0,112.0,0,0,7,4,9,106.8,1,0,0,1,0,1,19,0,0,2,4,5,13.53333333,0,0,3,4,5,344,0,12.4,0.5,1.79,0,1,1
0,0,0,1,1,0,126.0,0,0,5,4,0,120.1,0,1,0,1,0,1,20,0,0,1,2,5,13.16666667,0,0,1,1,4,172,0,11.1,0.6,2.02,0,1,1
0,0,1,7,1,0,120.0,0,6,5,8,9,116.5,1,0,0,1,0,1,19,0,0,1,5,4,13.2,0,0,1,3,3,18,0,12.4,0.5,1.79,0,1,1
0,0,0,12,1,0,153.0,0,0,5,8,4,139.7,1,0,0,1,0,1,19,0,0,2,3,6,13.42857143,0,0,2,2,5,533,0,11.1,0.6,2.02,0,1,1
0,2,0,10,1,0,126.0,0,4,8,8,5,122.2,0,0,0,1,0,1,19,0,0,1,2,5,13.66666667,0,0,1,4,4,352,0,8.9,1.4,3.51,0,1,1
0,2,1,12,1,0,114.0,0,0,0,4,0,108.8,1,0,0,1,0,0,18,0,0,2,7,4,11.4,0,0,2,4,4,299,0,13.9,-0.3,0.79,0,0,2
0,2,0,4,1,0,130.0,0,0,0,4,5,123.8,0,0,0,1,0,0,18,0,0,0,3,3,12.0,0,0,0,1,3,81,0,7.6,2.6,0.32,0,0,1
0,2,2,6,1,0,143.0,0,8,8,0,7,126.9,1,0,0,1,0,0,18,0,0,1,10,4,11.0,0,0,1,1,4,48,0,7.6,2.6,0.32,0,0,1
0,3,3,11,1,0,130.0,0,6,5,4,4,121.3,1,0,0,1,0,0,20,0,0,1,8,4,12.0,0,0,1,3,4,41,0,15.5,2.8,-4.06,0,1,0
0,2,2,8,1,0,136.0,0,6,0,8,9,129.0,1,0,0,1,0,1,19,0,0,2,3,6,13.30857143,0,0,3,5,6,153,0,12.4,0.5,1.79,0,1,1
0,0,0,12,1,0,125.0,0,8,7,8,9,114.9,1,0,1,0,0,0,21,0,0,1,4,2,13.66666667,0,0,1,2,1,10,0,15.5,2.8,-4.06,0,2,0
0,0,0,7,1,0,130.0,0,8,8,8,9,133.9,1,0,0,1,0,0,18,0,0,1,6,4,12.2,0,0,1,3,2,26,0,9.4,-0.8,-3.12,0,0,1
0,0,0,11,1,0,135.0,0,0,3,5,3,124.9,0,0,0,1,0,1,20,0,0,1,3,5,12.66666667,0,0,1,1,4,199,0,10.8,1.4,1.74,0,1,1
0,0,1,8,1,0,133.0,0,6,7,1,9,128.5,1,0,0,1,0,1,19,0,0,3,4,7,14.07125,0,0,3,3,6,425,0,9.4,-0.8,-3.12,0,1,1
0,0,1,12,1,0,121.0,0,9,8,7,5,120.0,1,0,0,1,0,0,18,0,0,1,6,2,12.0,0,0,1,3,2,3,0,10.8,1.4,1.74,0,0,2
0,0,0,6,1,0,128.0,0,6,5,0,5,120.3,1,0,0,1,0,0,19,0,0,1,8,1,13.0,0,0,1,3,3,45,0,7.6,2.6,0.32,0,1,1
0,0,1,8,1,0,124.0,0,7,6,0,0,123.3,1,0,0,1,0,1,20,0,0,3,4,6,14.90142857,1,0,3,3,5,539,1,9.4,-0.8,-3.12,0,1,0
0,7,0,0,1,3,140.0,0,9,8,6,6,140.0,0,0,0,1,0,0,19,0,0,1,3,5,12.0,0,0,1,2,4,172,0,12.4,0.5,1.79,0,1,1
0,0,4,8,1,0,126.0,0,0,5,6,7,115.5,1,0,0,1,0,1,19,0,0,2,4,6,12.13571429,0,0,3,5,5,297,0,12.4,0.5,1.79,0,1,1
0,0,1,8,1,0,113.0,0,9,5,8,7,106.7,1,0,0,1,0,1,20,0,0,2,6,4,12.62,0,0,2,3,4,147,0,11.1,0.6,2.02,0,1,2
0,4,0,13,0,0,120.0,0,9,8,3,3,140.0,0,0,0,1,0,0,25,0,0,0,7,2,10.66666667,0,0,0,6,1,30,0,15.5,2.8,-4.06,0,3,2
0,0,0,8,1,0,145.0,0,6,5,8,7,136.6,0,0,0,1,0,1,19,0,0,2,8,5,13.76666667,0,0,3,5,5,421,0,15.5,2.8,-4.06,0,1,1
0,3,0,8,1,0,124.0,0,9,7,8,7,119.3,1,0,0,1,0,0,19,0,0,3,4,7,13.11625,0,0,3,3,6,255,0,9.4,-0.8,-3.12,0,1,1
0,0,0,8,1,0,138.0,0,9,5,8,5,144.3,0,0,0,1,0,0,20,0,0,2,5,5,12.7,0,0,3,3,5,339,0,13.9,-0.3,0.79,0,1,1
0,2,0,8,1,0,127.0,0,6,8,5,9,129.5,1,0,0,1,0,1,20,0,0,2,3,5,12.33333333,0,0,2,2,4,121,0,7.6,2.6,0.32,0,1,1
0,0,2,10,1,0,111.0,0,0,0,5,5,105.4,0,0,0,1,0,0,20,0,0,0,2,4,13.33333333,0,0,0,1,3,269,0,7.6,2.6,0.32,0,1,1
0,0,0,11,1,0,152.0,0,9,7,8,9,139.1,0,0,0,1,0,1,19,0,0,1,2,5,12.83333333,0,0,1,1,4,329,0,16.2,0.3,-0.92,0,1,1
0,0,1,10,1,0,144.0,0,8,8,8,9,126.9,0,0,0,1,0,1,21,0,0,0,1,4,13.2,0,0,0,0,2,227,0,9.4,-0.8,-3.12,0,2,1
0,0,0,6,1,0,125.0,0,8,8,8,9,125.0,1,0,1,0,0,1,19,0,0,1,4,4,10.6,0,0,1,3,3,18,0,10.8,1.4,1.74,0,1,1
0,0,0,5,1,0,150.0,0,8,7,8,6,138.5,0,0,0,1,0,1,18,0,0,0,1,4,14.0,0,0,0,1,3,343,0,12.4,0.5,1.79,0,0,1
1,2,4,8,1,0,143.0,0,8,8,5,8,133.5,1,0,0,1,0,1,18,0,0,3,4,6,12.11428571,0,0,3,3,5,91,0,12.7,3.7,-1.7,0,0,1
0,0,2,8,1,0,145.0,0,6,7,7,7,141.5,1,0,0,1,0,1,18,0,0,3,4,7,13.05875,0,0,3,3,6,241,0,9.4,-0.8,-3.12,0,0,1
0,0,0,8,1,0,145.0,0,6,0,8,5,145.0,0,0,0,1,0,1,18,0,0,2,3,6,14.07142857,0,0,3,3,6,567,0,13.9,-0.3,0.79,0,0,1
0,0,2,1,1,0,136.0,0,8,8,8,9,125.2,1,0,0,1,0,1,18,0,0,1,2,5,14.0,0,0,1,3,4,345,0,10.8,1.4,1.74,0,0,1
0,0,0,7,1,0,145.0,0,0,8,4,9,131.7,1,0,0,1,0,1,21,0,0,1,4,5,12.16666667,0,0,1,6,1,48,0,10.8,1.4,1.74,0,2,0
0,2,3,8,1,0,141.0,0,9,7,3,3,126.3,1,0,0,1,0,0,18,0,0,3,4,6,13.29714286,0,0,3,3,5,289,0,10.8,1.4,1.74,0,0,1
0,0,0,2,1,0,149.0,0,6,5,4,6,147.6,1,0,0,1,0,0,20,0,0,1,10,5,13.92307692,0,0,1,4,4,450,0,15.5,2.8,-4.06,0,1,1
0,0,5,8,1,0,130.0,0,9,5,5,6,125.1,1,0,0,1,0,0,18,0,0,2,7,6,13.37,0,0,3,8,5,199,0,15.5,2.8,-4.06,0,0,1
0,2,5,5,1,0,121.0,0,6,8,7,9,123.8,0,0,0,1,0,1,19,0,0,0,1,4,12.4,0,0,0,3,1,18,0,12.7,3.7,-1.7,0,1,2
0,0,0,10,1,0,128.0,0,0,0,2,2,130.8,1,0,0,1,0,0,20,0,0,0,1,3,15.0,0,0,0,0,2,365,0,7.6,2.6,0.32,0,1,0
0,0,0,12,1,0,152.0,0,6,5,8,5,154.1,0,0,1,1,0,1,18,0,0,1,2,5,13.33333333,0,0,1,2,4,156,0,12.7,3.7,-1.7,0,0,1
0,3,1,12,1,0,120.0,0,0,0,8,0,115.8,0,0,0,1,0,0,18,0,0,2,8,5,12.0,0,0,2,6,4,99,0,13.9,-0.3,0.79,0,0,2
0,0,0,8,1,0,148.0,0,6,5,4,4,133.8,0,0,0,1,0,0,18,0,0,3,4,6,13.48571429,0,0,3,3,5,326,0,12.7,3.7,-1.7,0,0,1
0,0,0,1,1,0,130.0,0,4,5,4,5,118.5,0,1,0,1,0,1,18,0,0,1,2,5,12.0,0,0,1,3,4,28,0,8.9,1.4,3.51,0,0,1
0,2,2,5,1,0,112.0,0,0,5,3,5,107.8,1,0,0,1,0,0,19,0,0,0,3,2,10.33333333,0,0,0,6,1,477,0,10.8,1.4,1.74,0,1,2
0,0,0,8,1,0,138.0,0,9,0,8,4,127.5,1,0,0,1,0,0,19,0,0,2,6,4,12.94,0,0,2,2,3,367,0,16.2,0.3,-0.92,0,1,2
0,0,2,8,1,0,135.0,0,0,7,7,7,120.5,1,0,0,1,0,0,19,0,0,3,7,6,13.25857143,0,0,3,6,5,283,0,10.8,1.4,1.74,0,1,1
0,0,1,11,1,0,150.0,1,0,7,8,7,130.8,0,0,0,1,0,1,20,1,0,1,5,4,11.8,0,0,1,4,3,69,0,15.5,2.8,-4.06,0,1,1
0,0,0,5,1,0,121.0,0,6,5,3,9,112.6,1,0,0,1,0,1,20,0,0,0,3,4,14.2,0,0,0,2,3,286,0,11.1,0.6,2.02,0,1,1
0,4,0,13,0,2,133.1,0,8,7,8,9,117.2,0,0,0,1,0,0,41,0,0,0,4,4,11.0,0,0,0,1,3,65,1,7.6,2.6,0.32,2,3,1
0,2,2,8,1,0,139.0,0,9,0,8,5,131.8,1,0,0,1,0,0,18,0,0,3,4,6,14.65285714,0,0,3,3,5,509,0,10.8,1.4,1.74,0,0,1
0,6,1,11,1,0,132.0,0,6,5,0,0,127.1,0,0,0,1,1,0,23,0,0,1,5,5,12.33333333,0,0,1,6,3,227,0,7.6,2.6,0.32,0,2,1
0,2,1,11,1,0,139.0,0,2,0,2,7,124.0,1,0,0,1,0,1,20,0,0,1,2,5,14.0,0,0,1,2,4,389,0,15.5,2.8,-4.06,0,1,0
0,0,0,10,1,0,135.0,0,6,7,5,7,121.4,0,0,0,1,1,0,21,0,0,0,3,3,11.5,0,0,0,1,2,60,0,9.4,-0.8,-3.12,0,2,1
0,0,0,5,1,0,117.0,0,9,5,5,7,118.1,0,0,0,1,1,0,19,0,0,0,2,4,11.2,0,0,0,0,3,269,0,12.4,0.5,1.79,0,1,1
0,2,3,8,1,0,137.0,0,0,5,4,3,121.3,1,0,0,1,1,1,18,0,0,3,4,6,15.07,0,0,3,3,5,556,0,10.8,1.4,1.74,0,0,1
0,4,0,13,0,0,130.0,0,0,0,4,10,115.2,0,0,0,1,1,0,24,0,0,0,1,3,12.0,0,0,0,1,3,172,0,12.4,0.5,1.79,0,3,2
0,3,0,10,1,0,140.0,0,0,7,8,9,130.2,1,0,0,1,1,0,22,0,0,1,7,3,13.0,0,0,1,6,2,159,0,12.7,3.7,-1.7,0,2,1
0,2,3,7,1,0,130.0,0,6,0,5,5,130.0,1,0,0,1,1,0,18,0,0,1,3,3,11.0,0,0,1,2,1,26,0,16.2,0.3,-0.92,0,0,0
1,4,0,8,1,0,133.1,0,8,7,8,9,130.0,0,0,1,1,0,0,38,0,0,2,9,2,11.83333333,0,0,2,9,0,0,0,16.2,0.3,-0.92,2,3,0
0,3,0,9,1,0,140.0,0,9,7,8,9,122.8,0,0,0,1,0,1,19,0,0,2,7,6,12.625,0,0,3,6,6,149,0,12.7,3.7,-1.7,0,1,1
1,4,0,8,1,0,133.1,0,8,7,8,9,110.0,0,0,0,1,0,0,36,0,0,2,8,3,11.5,0,0,2,9,1,121,0,16.2,0.3,-0.92,1,3,0
0,0,2,8,1,0,133.1,0,6,5,5,5,108.5,1,0,0,1,0,0,19,0,0,2,5,6,12.60625,0,0,3,7,4,73,0,12.4,0.5,1.79,0,1,1
0,0,0,6,1,0,135.0,0,6,5,8,9,124.5,0,0,0,1,0,1,18,0,0,1,7,4,11.14285714,0,0,1,3,4,113,0,16.2,0.3,-0.92,0,0,1
0,2,0,7,1,0,128.0,0,6,0,5,7,120.7,1,0,1,1,0,0,18,0,0,1,4,5,11.66666667,0,0,1,5,2,37,0,13.9,-0.3,0.79,0,0,1
0,0,0,10,1,0,141.0,0,0,5,4,4,132.6,0,0,0,1,0,1,18,0,0,1,4,5,14.0,0,0,1,2,4,261,0,11.1,0.6,2.02,0,0,1
0,0,5,8,1,0,139.0,0,0,0,4,4,124.5,1,0,0,1,0,0,19,0,0,3,5,6,12.04142857,0,0,3,4,5,83,0,10.8,1.4,1.74,0,1,1
0,2,0,12,1,0,125.0,0,6,5,4,7,128.5,1,0,0,1,0,0,18,0,0,2,5,5,11.5,0,0,2,3,5,178,0,13.9,-0.3,0.79,0,0,2
0,5,0,12,1,0,120.0,0,0,7,5,5,113.9,1,0,0,1,0,0,21,0,0,1,4,3,12.25,0,0,1,8,1,4,0,12.7,3.7,-1.7,0,2,0
0,0,0,6,1,0,147.0,0,0,5,4,4,137.2,0,0,0,0,0,0,18,0,0,1,2,5,14.5,0,0,1,1,4,568,0,10.8,1.4,1.74,0,0,1
0,0,0,4,1,0,161.0,0,0,5,4,4,152.3,0,0,0,1,0,0,18,0,0,1,3,5,15.57142857,0,0,1,2,4,516,0,11.1,0.6,2.02,0,0,1
1,4,1,5,1,0,150.0,0,6,7,8,7,101.0,0,0,1,0,0,0,29,0,0,0,4,2,10.66666667,0,0,0,9,0,528,0,10.8,1.4,1.74,1,3,0
0,1,0,5,1,1,130.0,0,9,8,1,9,130.0,0,0,0,1,0,0,27,0,0,0,5,2,12.0,0,0,0,6,2,345,0,10.8,1.4,1.74,1,3,1
1,4,0,0,1,2,133.1,0,6,7,8,10,120.0,0,0,1,1,0,0,37,0,0,1,6,5,12.875,0,0,1,7,4,210,0,16.2,0.3,-0.92,2,3,2
1,4,0,0,1,0,120.0,0,8,7,8,9,125.7,0,0,1,0,0,0,43,0,0,1,6,3,12.25,0,0,1,8,2,7,0,8.9,1.4,3.51,2,3,0
0,2,0,6,1,0,123.0,0,0,0,8,9,113.2,0,0,0,1,0,1,20,0,0,1,7,3,10.75,0,0,1,8,3,37,0,15.5,2.8,-4.06,0,1,2
1,4,0,8,1,2,133.1,0,9,0,8,4,120.0,0,0,0,1,0,1,35,0,0,3,5,7,13.63,1,0,3,4,6,347,1,9.4,-0.8,-3.12,1,3,1
0,0,0,10,1,0,130.0,0,8,7,0,0,117.8,1,0,0,1,0,0,21,0,0,0,4,2,13.0,0,0,0,2,2,37,1,7.6,2.6,0.32,0,2,1
0,0,3,8,1,0,126.0,0,6,5,7,9,121.3,1,0,0,1,0,1,18,0,0,2,5,5,13.53333333,0,0,2,2,5,107,0,12.4,0.5,1.79,0,0,2
0,2,3,6,1,0,124.0,0,6,5,5,8,117.7,1,0,0,1,0,0,18,0,0,1,6,4,12.0,0,0,1,6,2,81,0,16.2,0.3,-0.92,0,0,1
0,0,1,8,1,0,140.0,0,0,0,4,10,128.3,1,0,0,1,0,0,19,0,0,3,4,6,12.76428571,0,0,3,3,5,185,0,10.8,1.4,1.74,0,1,1
0,3,1,5,1,0,143.0,0,6,8,8,7,132.2,1,0,0,1,0,1,18,0,0,0,4,4,13.75,0,0,0,1,3,99,0,13.9,-0.3,0.79,0,0,1
0,0,0,8,1,0,132.0,0,6,0,8,5,123.4,0,0,0,1,0,1,18,0,0,2,3,6,14.60428571,0,0,3,4,6,596,0,11.1,0.6,2.02,0,0,1
0,0,2,8,1,0,137.0,0,6,8,7,7,126.5,1,0,0,1,0,1,19,0,0,3,4,7,13.57625,0,0,3,3,6,340,0,9.4,-0.8,-3.12,0,1,1
0,2,0,6,1,0,145.0,0,9,8,5,7,138.0,1,0,0,1,0,0,20,0,0,1,7,4,11.2,0,0,1,1,4,81,0,9.4,-0.8,-3.12,0,1,1
0,0,4,8,1,0,137.0,0,9,8,4,8,126.5,1,0,0,1,0,0,18,0,0,3,4,7,13.76375,0,0,3,3,6,369,0,9.4,-0.8,-3.12,0,0,1
0,0,0,6,1,0,120.0,0,6,8,5,6,112.3,0,0,0,1,0,1,22,0,0,1,6,4,10.71428571,0,0,1,5,3,103,0,12.7,3.7,-1.7,0,2,1
0,0,0,6,1,0,122.0,0,0,5,4,4,127.3,1,0,1,1,0,0,20,0,0,1,2,5,12.16666667,0,0,1,2,4,48,0,9.4,-0.8,-3.12,0,1,1
0,2,1,11,1,0,133.1,0,2,0,4,5,115.0,1,0,0,1,0,0,19,0,0,1,2,5,12.83333333,0,0,1,1,4,172,0,16.2,0.3,-0.92,0,1,1
0,2,5,8,1,0,150.0,0,0,7,1,1,131.5,1,0,0,1,0,0,19,0,0,3,4,6,13.92571429,0,0,3,3,5,399,0,10.8,1.4,1.74,0,1,1
0,4,0,13,0,0,133.1,0,6,8,7,4,125.7,0,0,0,1,0,0,26,0,0,0,5,1,12.0,0,0,0,4,1,18,0,10.8,1.4,1.74,0,3,0
0,0,5,8,1,0,141.0,0,0,7,4,3,126.8,1,0,0,1,0,0,18,0,0,2,3,6,13.44285714,0,0,3,4,6,363,0,16.2,0.3,-0.92,0,0,1
0,7,0,0,1,3,150.0,0,9,7,8,9,150.0,1,0,0,1,1,0,20,0,0,1,4,5,13.125,0,0,1,5,4,269,0,16.2,0.3,-0.92,0,1,1
0,0,0,6,1,0,128.0,0,6,5,8,9,120.0,0,0,0,1,0,1,18,0,0,1,4,5,13.5,0,0,1,4,4,199,0,11.1,0.6,2.02,0,0,1
0,0,1,12,1,0,124.0,0,9,7,5,3,118.1,1,0,0,0,0,0,18,0,0,1,7,2,13.0,0,0,1,5,3,65,0,9.4,-0.8,-3.12,0,0,0
0,6,0,11,1,0,137.0,0,9,7,8,5,127.9,1,0,0,1,0,0,20,0,0,1,2,5,11.83333333,0,0,1,2,4,202,0,15.5,2.8,-4.06,0,1,1
0,2,2,10,1,0,123.0,0,9,8,7,8,118.8,1,1,0,1,0,1,18,0,0,1,6,4,12.0,0,0,1,6,3,121,0,11.1,0.6,2.02,0,0,1
0,0,0,6,1,0,126.0,0,9,8,7,8,126.7,1,0,0,1,0,0,19,0,0,1,7,3,12.75,0,0,1,2,4,30,0,7.6,2.6,0.32,0,1,1
0,2,0,6,1,0,115.0,0,6,8,5,5,115.0,1,0,0,1,0,0,19,0,0,1,2,5,12.0,0,0,1,2,4,202,0,11.1,0.6,2.02,0,1,1
0,0,2,9,1,0,132.0,0,9,7,7,7,119.0,1,0,0,1,0,0,19,0,0,2,5,6,11.67777778,0,0,3,3,6,377,0,12.7,3.7,-1.7,0,1,1
0,0,3,8,1,0,132.0,0,0,7,4,7,121.8,1,0,0,1,0,1,19,0,0,3,4,6,13.6,0,0,3,3,5,343,0,12.7,3.7,-1.7,0,1,1
0,0,0,2,1,0,143.0,0,6,8,8,9,133.4,1,0,0,1,0,0,19,0,0,1,3,5,16.0,0,0,1,3,4,605,0,12.4,0.5,1.79,0,1,1
0,0,2,6,1,0,137.0,0,0,0,3,3,131.4,1,0,0,1,0,0,20,0,0,1,5,4,11.8,0,0,1,2,4,37,0,7.6,2.6,0.32,0,1,1
1,4,0,12,1,0,130.0,0,8,5,7,3,140.0,0,0,1,1,0,1,34,0,0,1,3,5,16.14285714,0,0,1,5,4,615,0,9.4,-0.8,-3.12,1,3,1
0,3,1,8,1,0,135.0,0,9,7,8,5,125.3,1,0,0,1,0,1,18,0,0,3,4,6,11.78571429,0,0,3,3,5,64,0,12.7,3.7,-1.7,0,0,1
